Number of hit	Text ID	Concordance line
12075	2	istemeyen ülkeler , Kürtleri ayaklandırarak , Ankara'da istikrarın olmadığını , insan haklarının savunulmadığını dünyaya gösterme amacı güdüyorlar . EL AHALİ :
12076	2	yaklaşım gösterilmesini , sorunun barışçıl ve demokratik yollarla çözülmesini ve insan haklarına saygıyı öngören - Kopenhag kriterlerinin uygulanması sonucunda kendi kaderlerini
12077	2	uygun düşmemeye başladı . Bu yeni durum , demokratikleşme , insan haklarına saygı ve nerede olursa olsun diktatörlüklerle mücadeleyi öngörüyordu .
12078	2	yarar var ki , bu şartlar arasında Kürt dosyası ile insan hakları ihlalleri de bulunuyor . Son dönemde meydana gelen olaylarla
12079	2	, bu şu demek oluyor ; eğer ülke demokrasi , insan hakları ve piyasa ekonomisi standartlarını iyileştirmeyi başaramazsa , eğer merkeziyetçilik
12080	2	yaptığım görüşmelerde , konunun tırmanmaması için katkıda bulunmak isteyen yeterince insan olduğunu gördüğüm için kendi kendine güçlenecek bir süreci engelleyebileceğimizi umuyorum
12081	2	yıllarda ordunun , hükümet üyelerinin bilgisi ve onayı ile Kürt insan hakları savunucularını öldürtmek için katil komando eğittiği dönemde yaşanan kötü
12082	2	gelişme gösteriyor ? Türkiye'nin katılımından yana olanlar haklı olarak , insan hakları durumunun sürekli düzeldiğine ve polisin giderek daha az işkenceye
12083	2	Kosova sorununda hazır çözümler yok . Ancak Kosova'da demokrasi , insan hakları ve azınlık hakları gibi standartların yerine getirilmesi kaçınılmaz .
12084	2	gelirken , yanında bir istekler listesi getirecek . Becerikli bir insan olduğu için , bu listeyi güzel bir kağıda saracak .
12085	2	büyük çabaları tanıyor . Ancak AB Komisyonunun son raporunda , insan ve kadın hakları , azınlıkların korunması ve din özgürlüğü gibi
12086	2	alınmasını daha inanılmaz kılıyor . Her şeye rağmen , Türkiye'deki insan hakları konusunda yeniden sorular oluşmaya başladı . Özellikle Ferho'nun anne
12087	2	vermesiyle de ilişkisi var . Öcalan'ın tutuklanması sonrasında PKK'nın sakinleşmesiyle insan haklarında düzelme görülmüştü . Gerilimin yeniden arttığı sırada durum da
12088	2	karşılığını alamadıklarını düşünüyorlar . Avrupa'nın sürekli şüphesi nedeniyle az sayıda insan Türkiye'nin bir gün AB üyesi olabileceğine inanıyor . Sokaktaki insanlarda
12089	2	konusunda tereddütlerin giderek arttığı gözleniyor . Kürtlere haklarını verdik ve insan haklarını düzelttik , ancak PKK'nın buna yanıtı yine şiddet oldu
12090	2	olduğunu kanıtlıyor . İşkencenin kabul edilemez olduğu idrak edilene kadar insan hakları ihlalleri devam edecektir . Ancak şiddetin artması ve Avrupa
12091	2	değil . Önyargısız olarak yapmam gerekeni yapmak zorundaydım . Konu insan hakları ise bu sadece De Gucht'ün yetki alanına girmez .
12092	2	savaş tehdidi halleri dışında idam cezasını Ağustos 2002'de kapsamlı bir insan hakları reform paketi ile kaldırmıştı . Dışişleri Bakanlığından yapılan duyuruda
12093	2	başlattığı 1984'ten bu yana yaşanan çatışmalarda 30 , 000'den fazla insan hayatını kaybetti . Büyükanıt'a yönelik suçlamalar , geçen kasım ayında
12094	2	zorunda kaldı . Ancak soykırım olmadı . Elbette ki kaybedilen insan hayatlarına üzülüyoruz . Bir yüzyıl sonra soykırımdan bahsetmek mümkün değil
12095	2	hakkında gerçek ve cesur olan bu değerlendirme ve tespit , insan hakları koruyucusu , ekonomist , Belçika Gazeteciler Birliği Üyesi ,
12096	2	artıyor . AB'den , Türkiye ile müzakerelere oturmasını ve Türkiye'den insan haklarına saygı gösterilmesini istemesini talep ediyoruz dedi . Doğan Özgüden
12097	2	be ) normal olarak faaliyet gösteriyor ve uluslararası kamuoyunu Türkiye'de insan hakları ihlalleri konusunda bilgilendiriyor . Özgüden , Belçika'ya yerleşmeden önce
12098	2	Bakan notasında , bu olayın Belçika'da büyük ölçüde izlendiğini , insan hakları açısından tehlikeli bir ihlal olduğundan , Türkiye'nin AB'ye katılımı
12099	2	tutumunu temelden belirleyeceğini belirterek , başta Kürtlerin hakları olmak üzere insan haklarına saygının Belçika ve AB'nin önde gelen talebi olduğunu kaydetti
12100	2	devletinin Kürt milliyetine karşı yürüttüğü savaşa bir son vermek için insan hakları ve azınlık hakları alanında Avrupa ölçütleri uygulanmak isteniyor .
12101	2	bocalayıp durduğumuz çıkmazdan kurtulmamız için yardım etmiyorsa , bizden , insan hakları ve hukuk devleti ya da dini hoşgörü ilkelerini uygulayarak
12102	2	, 15 Şubat 1999 tarihinde Türkiye'de getirilmesinden bu yana burada insan onurunu kırıcı tecrit koşullarında tutuklu bulunuyor . Tecrit koşulları uzun
12103	2	koşulları nedeniyle daha da kötüleşti . İmralı adasındaki tutukluluk koşulları insan hakları savunucuları tarafından işkence olarak da nitelendiriliyor . Ancak İmralı
12104	2	bir araç olarak görüyor . Bunu halen feci durumda olan insan haklarının durumu da açıkça gözler önüne seriyor . Ancak Türkiye'nin
12105	2	İslam ile aramıza bir sınır çekmek ve Müslümanlara ikinci sınıf insan muamelesi yapmak anlamına gelmiyor . Karikatür krizi , Türkiye'nin tam
12106	2	ödünler verdiğimizde iyi insandık . İtaat etmekten vazgeçince , iyi insan olmaktan da çıkıyorsun . Kimse dokuz bin sayfalık Annan planının
12107	2	müzakere süreciyle karşı karşıya . Bazı AB üyeleri arasında , insan hakları reformlarında yavaş ilerleme kaydedilmesi ve 72 milyon Müslümandan oluşan
12108	2	. Eleştirmenlere göre sistem katı , muhafazakar , güvenilmez , insan haklarına düşman ve genellikle yolsuzlukla işliyor . Ancak destek verenler
12109	2	gerekçesiyle suçlandılar . Akademisyenlerin davası halen sürüyor . Ankara AB'nin insan hakları reformları konusundaki taleplerini yerine getirmeye çalışırken ve ülke 2007
12110	2	Kanunu , kadın haklarını geliştiriyor ve tecavüz , işkence ve insan kaçakçılığına karşı daha katı cezalar getiriyor . Ancak yasa aynı
12111	2	savcılara karşı bir dava kazanmıştır . Yayınlardan bazıları , Türk insan hakları yetkililerini , Kürtlere karşı kötü davranmakla suçlamaktaydı . Bir
12112	2	, rektör davası ya akademik özgürlüğe karşı bir hakaret ve insan haklarının ihlal edilmesi ya da düpedüz bir yolsuzluk anlamına geliyor
12113	2	olsa karşı konulmamalıdır . Bu yüzden Türkiye'deki sivil haklar ve insan hakları çok arızidir . 2004'te Brüksel , faşist dönemden kalma
12114	2	Önümüzdeki ay yapılacak olan Avrupa Birliği'ne üyelik görüşmeleri öncesinde , insan hakları sicilini geliştirmeyi isteyen Türkiye , hem Ermeni hem de
12115	2	fazla ticaret ve yatırım , ekonomik büyüme , demokrasi ve insan haklarını güçlendirmesinin yanı sıra , ihtilaf ve terörü azaltacaktı .
12116	2	rüşvetin engellenmesine kadar birçok yükümlülüğü yerine getirmek zorunda . Sonra insan hakları ve azınlık hakları var . Bunlardan ilki , ünlü
12117	2	devam edeceğini söyledi . Hristofias , çözümün uluslararası hukuk , insan hakları konusunda uluslararası anlaşmalara ve AB hukukuna uyması gerektiğini kaydetti
12118	2	yapılması , AB'ye üye devletlerle olan ilişkileri ve özellikle de insan hakları hususundaki taleplerini hayata geçirmeye özen göstermek yerine ; güya
12119	2	hukuk devleti olduğunu kanıtlaması ve mümkün olan en kısa zamanda insan haklarına ve özgürlüklere saygı göstermesi gerektiği anlamına gelmektedir . Ne
12120	2	. Yayıncı Fatih Taş , Radikal'den Neşe Düzel , hükümetin insan hakları heyetinde çalışan üniversite profesörleri İbrahim Kaboğlu ve Baskın Oran
12121	2	niteledi ve ülkenin AB yöneliminin kolaylaşması yönünde demokratikleşme hareketine ve insan haklarının savunmasına tezat oluşturduğunu vurguladı . ELEFTEROTİPİA : TÜRKİYE TEHLİKEDE
12122	2	aydınlarla görüşmesi ve Diyarbakır ziyaretinde sorunun daha fazla demokrasi , insan hakları ve refahla çözümünü vaat etmesi , şiddetli tepkilere yol
12123	2	AB vatandaşlarına sorum şu : Tarihini bu derece değiştiren ( insan hakları ihlalleri ve spor müsabakalarından sonraki kaba davranışlar haricinde )
12124	2	ilkel duygulardan yakasını kurtarmış olan milyonlarca medeni ve aklı başında insan olduğu . Ve gerici ve milliyetçi çevreleri Türkiye'nin yegane temsilcileri
12125	2	: Muhafazakar İslami eğilimli Erdoğan Hükümeti , iktidara geldiğinden beri insan hakları alanında ileriye doğru devasa adımlar attı . Ancak Kürt
12126	2	görevini üstlenen Abdullah Gül de , İslami bir dünyada bile insan haklarının saygı görebileceğinin ispatlanabileceği vizyonundan bahsetmişti . - İlerleme Mücadelesi
12127	2	Mücadelesi - Erdoğan Hükümeti , 2002 - 2004 yılları arasında insan hakları alanında yüzlerce yasa çıkardı , ölüm cezasını kaldırdı ve
12128	2	açılan soruşturma süreci teşkil ediyor . Her iki kişi de insan hakları alanında hükümet tarafından kurulan danışma kurulunun yönetici kadrolarında ,
12129	2	zaferinden beri , bugün ilk kez Başbakan Erdoğan'ın gerçekten de insan hakları ihlalleri konusundaki sıfır toleransını , Silahlı Kuvvetler'in totaliter devletin
12130	2	getirmeyecektir . Olaylar karşısında sükunetimizi koruyalım dedi . Aynı zamanda insan hakları eylemcileri Türkiye'yi , bir yayıncıya ve yazara , devlete
12131	2	almış . Şimdi Türk devletini aşağılamakla suçlanan Taş , Türkiye'nin insan hakları standartlarını , Avrupa Birliği'ninkiyle uyumlu hale getirmeye yardımcı olması
12132	2	Müslüman olan Kürtlere hiçbir zaman azınlık hakları vermedi . Türkiye'den insan hakları sicilini düzeltmesini isteyen AB , geçen ay bu ülke
12133	2	arasında reform sürecinin devamı , uygulama , ek protokol ve insan hakları konuları yer alıyor . Raporda , PKK'nın terör eylemlerine
12134	2	bölgelerine üşüşmesinden korkuyorlar ve bu sebeple Türkiye'de alarm düzeyinde olan insan hakları sicilinin durumunu vurgulamayı tercih ediyorlar . Türkiye'nin AB'ye üyelik
12135	2	duruşmasına gözlemci göndereceğini bildirdi . Parlamentonun bu kararı , AB insan hakları standartlarına uyması konusunda Türkiye üzerindeki baskıyı artıracak . Ünlü
12136	2	. AB Parlamentosu duruşmaları izlemek ve anayasal reformların uygulanışının AB insan hakları standartlarına uygun olup olmadığını değerlendirmek üzere 5 kişilik bir
12137	2	, o zaman yurtdışındaki bazı kurumların , uluslararası teşkilatların , insan haklarını savunan derneklerin ve etnik Kürtleri temsil eden kurumların ortak
12138	2	yayımlanan , Uluslararası İfade Özgürlüğü İletişimi ( IFEX ) adlı insan hakları kuruluşunun ülkemizdeki yeni ceza yasası hakkındaki eleştirilerini içeren yazının
12139	2	yazının çevirisi şöyledir : Türkiye'nin AB'ye katılım girişimi , AB'nin insan hakları konusundaki standartlarını karşılamayı hedefleyen yasal reformların ifade ve basın
12140	2	nedeniyle aynı madde uyarınca dava açıldı . Kitap Türk Hükümeti'ni insan haklarını ihlal etmekle suçluyor ve hükümetin 1990'ların başında ülkenin güneydoğusunda
12141	2	ortaklık söylemine son vermeli . Öte yandan , Federal Hükümetin insan hakları sorumlusu Hıristiyan Milletvekili Gunter Lonka , Almanya'da sürdürülen uyum
12142	2	terörle mücadele yasası , Türkiye'nin özellikle de AB'ye katılım amacıyla insan hakları alanında son yıllarda kaydettiği ilerlemelerin silinmesine yol açabilir .
12143	2	alanında son yıllarda kaydettiği ilerlemelerin silinmesine yol açabilir . Türkiye'deki insan hakları örgütleri ile medya , planlanan yasayı demokratik olmadığı için
12144	2	, çarşamba günü Evrensel gazetesine , yasa metninin yargı ve insan hakları ilkelerine aykırı olduğunu söyledi . İnsan Hakları Vakfı TİHV'nin
12145	2	yabancı medyaya güvenilebileceğini söyleyen Önen , Dışişleri Bakanı Abdullah Gül'ün insan hakları savunucuları ile yaptığı bir toplantıda iki kalın dosya göstererek
12146	2	gibi Türkiye'nin üyeliğine daha olumlu yaklaşan ülkeler ise tam tersine insan hakları ve azınlıklar hakkındaki görüşmelerin , temel haklar konulu bir
12147	2	Türk ders kitaplarında demokrasi , hukukun üstünlüğü , azınlık ve insan haklarının yanı sıra azınlık dillerinden ve kadının toplumdaki yerinden söz
12148	2	Türk karşıtı değildir ) . Türk Başbakan , hoşgörü ve insan hakları tellalı gibi görünürken , bugün birden bire Kürtlerin kovuşturucusu
12149	2	uyum amacıyla amacıyla bir dizi demokratik reform yapıldı . Ancak insan haklarını savunan gruplar özellikle Güneydoğu Anadolu'da Kürt kökenli vatandaşların insan
12150	2	insan haklarını savunan gruplar özellikle Güneydoğu Anadolu'da Kürt kökenli vatandaşların insan haklarını ihlal edici uygulamalarda artış görüldüğünü savunuyor . Amerika'nın Sesi
12151	2	güvenlik güçleriyle bölücü PKK arasındaki çatışmaların son zamanlarda artması , insan hakları ihlalleriyle ilgili iddiaların yeniden gündeme gelmesine yol açtı .
12152	2	güvenlik güçlerinin izlediği tutumu soruşturması için Türk Hükümetine çağrıda bulunan insan hakları örgütleri arasında yer alıyor . Af Örgütünün açıklamasında ,
12153	2	da bulundu . İnsan Hakları eylemcileri , Terörle Mücadele Yasası'nın insan haklarına aykırı olduğunu ve geçmişteki baskıcı yasalara dönüldüğü izlenimini verdiğini
12154	2	Türkiye'ye karşı kötü niyetleri mi var ? BAŞER : Birçok insan AB'nin yalnızca bölünmüş , zayıf düşürülmüş ve küçültülmüş bir Türkiye'yi
12155	2	olarak saptamasını istiyor . Yani demokrasi , hukuk devleti , insan hakları ve azınlık haklarını . Büyük Britanya ve İspanya öncülüğündeki
12156	2	ve Gelişme gibi kolay başlıklarla başlanması , hukuk devleti , insan hakları ve azınlıklar gibi zor başlıkların müzakerelerin sonuna doğru ele
12157	2	Fransız tutumunu paylaşıyor . Fransa , Türkiye ile yapılacak görüşmelerde insan hakları konusunun eğitim başlığında da kullanılmasını talep etmişti . Bu
12158	2	içişleri gibi zor başlıkların önce müzakere edilmesini ve tüm fasıllarda insan hakları gibi siyasi kriterlerin dikkate alınmasını öneriyorlar . Eleştirmenler ,
12159	2	, Türkiye ile müzakerelerin siyasi bir boyuta sahip olması ve insan haklarına uyulmasına işaret edilmesi konusunda ısrar ediyor . PROFIL :
12160	2	, İsveç , AB Komisyonu ve birkaç ülke daha , insan haklarının ilk fasıllarda görüşülmesine karşı . Aslında Türkiye'ye şüpheli bakanlar
12161	2	şimdi gündeme getiriliyor . Başka hiçbir ülke ile eğitim faslında insan hakları konusunda görüşülmedi , ne Romanya ile Macar azınlık hakkında
12162	2	2004'te bir fren monte ederek , aday ülkenin demokrasi ve insan hakları konularında az ilerleme kaydetmesi halinde , kendine giriş müzakerelerini
12163	2	tasarısının Ceza Yasası'nda bir düzenleme öngörmediğini açıkladı . Oysa , insan hakları savunucuları , mevcut Ceza Yasası'nın düşünce özgürlüğüne zarar verdiğini
12164	2	milletvekili Mehmet Hatip Dicle , kolokyuma yönelik yazdığı metinde , insan haklarının Türkiye'deki genel durumunu ve özellikle de Kürtlerin çoğunlukta bulunduğu
12165	2	Paris , demokrasi , hukukun üstünlüğü , azınlık hakları ve insan hakları gibi ilkelerin yanı sıra tarih eğitimi , azınlık dilleri
12166	2	Türklerin Avrupa Birliği'ne katılma umutları , İngiltere ile Fransa arasında insan hakları konusunda yaşanan anlaşmazlık yüzünden tehlikeye girdi . İngiltere'nin eğitim
12167	2	girişinin baş savunucusu olan İngiltere'yi , üyelik müzakerelerini engelleyen ve insan haklarıyla ilgili endişeleri küçümseyen konumuna soktu . AB'nin daha fazla
12168	2	açıkladı . Anlaşmazlık , perşembe günü İngiltere Fransa'yı , ülkenin insan hakları sicilinin üyelik müzakerelerinin her aşamasında göz önünde bulundurulmasında ısrar
12169	2	, Yunan , Yahudi ve Ermenilerin olumsuz betimlendiği 4000 kadar insan hakkı ihlali örneğine dikkat çektiler . Ülkenin dini olarak muhafazakar
12170	2	tartışmalar üniversitelerde ve kamuya açık forumlarda yer bulabiliyor . Birçok insan bunu tehlike işareti olarak görüyor . Birinin ülkesinin ve liderlerinin
12171	2	Amerika'dan gelen insanlarla birlikte mücadele etmelidir . Batı Avrupa'daki birçok insan sadece Türkiye'nin genç nüfusundan değil , bu çokuluslu gençlerden korkuyor
12172	2	bakanı , Türkiye'nin yönelimi daha fazla demokrasiye , daha fazla insan hakları ve özgürlüklere doğrudur . Bunlar Türkiye'yi daha da güçlendirecektir
12173	2	bir grubun ülkede durumu gerginleştirme niyeti olarak değil , hükümetin insan haklarını ihlal etmesi olarak değerlendiriyorlar . Birkaç gündür gerçekleşen olayları
12174	2	. Ülke çapındaki yarışmada Bavyera'yı temsil eden bu iki genç insan , tartışmalarıyla başkalarını da etkiledi : Eyalet şampiyonluğu ... Alexander
12175	2	arasındaki çatışmalarda toplam 30 bin kişi hayatını kaybettiğinde ve Türkiye'deki insan hakları durumu oldukça gergin bir haldeyken . Yani karanlık dönemler
12176	2	seyirciler de soluklarını tuttular . Biraz önce öfkeyle dolu binlerce insan , Nasyonal Sosyalistlerin kurbanları anısına inşa edilen anıtın önünde sessiz
12177	2	içinde üyelik perspektifi , bu devletlerin demokratikleşmesine yardımcı olunması ve insan hakları ile azınlıkların korunmasının garanti edilmesi için uzun vadede en
12178	2	bayram . Doğruyu söylemek gerekirse iyi bir noktada değiliz diyen insan hakları savunucusu ve avukat Yusuf Alataş , bu görüşünde yalnız
12179	2	Hakkari'de işsizlik oranı yüzde 70 seviyesinde . 90'lı yıllarda birçok insan geçimini hayvancılıktan sağlıyordu . Sadece koyun ve keçilerin sayısı iki
12180	2	üzere açıkça tanımlanması da isteniyor . Aday ülkelerin demokrasi , insan haklarına saygı , hukukun üstünlüğü gibi AB ilkelerini gerçekleştirmiş olmaları
12181	2	anketleriyle temel hakların sınırına gelinmiş oluyor . Yani azınlık ve insan hakları konularında oylama yaptırmayı pek istemem . Avrupa İnsan Hakları
12182	2	Doğu , Balkanlar ve Kafkasya . Bu bölgelerde özgürlük , insan hakları , hukukun üstünlüğü ve dini özgürlüğün yerleşmesi söz konusu
12183	2	duyduklarına o da saygı duymak zorundadır : Devlet hukuku , insan hakları , azınlık hakları , AB'nin üzerinde kurulu olduğu ilke
12184	2	devletlerde sorun olmaması gereken bu konuyu , azınlıkların hakları , insan hakları , özgürlük ve demokrasi kavramları çerçevesinde ele alıyoruz .
12185	2	Türkiye'nin iç ve dış politikadaki sorunların çözümüne , demokrasi ve insan haklarının sağlamlaştırılmasına ve AB üyeliğine katkı sağlamasını arzu ediyoruz .
12186	2	, Avrupa'ya uyum konusunda demokrasi , hukuk devleti olma ve insan hakları alanlarında büyük bir çaba harcamadılar . Gelecekte sadece daha
12187	2	imtiyazlı ortaklık verilmesi yönünde bir ifadenin yer almadığı raporda , insan hakları konusunda da bildik söylemler tekrarlanıyor . Ek Protokolün bir
12188	2	bulunulmasının önerildiğini sözlerine ekledi . Türkiye'nin en önemli yükümlülüklerinden birinin insan haklarına ve dini özgürlüklere saygı göstermek olduğunu söyleyen Yunan Dışişleri
12189	2	Heybeliada Ruhban Okulunun açılması Erdoğan'ın lideri olduğu İslami kökenli hükümetin insan hakları ve dini özgürlüklere saygı gösterdiğine dair tüm dünyaya çok
12190	2	. Pamuk artık sadece bir yazar değil , aynı zamanda insan hakları ve düşünce özgürlüğü çatışmasının en tanınmış temsilcisi . Acaba
12191	2	ilerlemeleri de övdü . Mahkemenin geleceğini iyimser gördüğünü söyleyen İsviçreli insan hakları savunucusu , Avrupa Konseyinin 46 üye devlet tarafından giderek
12192	2	tarafından alınan siyasi nitelikteki bu kararın altında ise , Türkiye'de insan haklarına riayet edilmesinde aksama olacağından endişe duyan AB ile ,
12193	2	ifade özgürlüğü konularında Avrupa yasalarına ve de Lozan Antlaşması ile insan hakları anlaşmalarının gereklerine tümüyle uymaya davet ediyor ! Elefterotipia gazetesinin
12194	2	Girne ve Ksero dahil , limanların açılması ve mal , insan ve hizmetlerin Kıbrıs Türk idaresi altında serbest dolaşımı . -
12195	2	şekilde eleştirmişlerdi . Türkiye hala sıkıntılarından kurtulmuş değil zira düzinelerce insan hala ünlü yazarın davasına benzer davalarla karşı karşıya . 16
12196	2	sürmesi bekleniyor . Türkiye'nin müzakerelerde başarılı olabilmesi için , özellikle insan hakları konusunda ve Kıbrıs meselesinde geniş kapsamlı reformları hayata geçirmesi
12197	2	gemilerinin Türk limanlarına girmesi konusunda getirilen kısıtlamaları kaldırması ve ülkenin insan hakları sicilini düzeltmesi için , kasım ayında Türkiye'ye çağrıda bulunmuştu
12198	2	Türkiye ve AB uzmanı olan Fadi Hakura , İngiltere , insan hakları meselesini vurgulayacaktır çünkü bu , AB'ye kabul açısından gerekli
12199	2	alınıyor : Terörizmle mücadele , uyuşturucu kaçakçılığı , demokrasi , insan hakları ve göçmenler konusu , en önemli konu başlıkları arasında
12200	2	katılım müzakereleri sürecinde siyasi baskıyı artırmak istiyorlar . Demokrasi , insan haklarına saygı , hukuk devleti , azınlıkların korunması gibi siyasi
12201	2	. - Tüm reformlara rağmen , yargı ve emniyet , insan ve azınlık hakları , ifade özgürlüğü , kadın eşitliği ve
12202	2	teyit etti . Vanhanen , Finlandiya açısından önemli olanın örneğin insan hakları alanında Türkiye'de ilerlemelerin sağlanması olduğunu ve bu bağlamda Ankara'ya
12203	2	, bunlara da katılım müzakereleri çerçevesinde devam edecek , özellikle insan hakları , ifade özgürlüğü , kadınların eşitliği ve kültürel haklar
12204	2	, karşılıklı olarak toplam 1.4 milyon araç , beş milyon insan ve yedi milyon ton kargo taşındı . Risk , genişleyen
12205	2	güzergah oluyor . Bulgaristan aynı zamanda AB'ye uzanan yasa dışı insan ticareti güzergahının belli başlı geçiş ülkelerinden bir tanesi . EUROPOL
12206	2	Türk toplumunun yarısı 25 yaşın altında . Bu kadar genç insan elbette olumlu bir atmosfer yaratıyor . Türkiye'de şu an alım
12207	2	. Yalnızca Berlin'de 210.000 Türk vatandaşı ya da Türk kökenli insan yaşıyor . En azından 6.500 şirket , Türkler tarafından işletiliyor
12208	2	Son zamanlarda bir yavaşlama var . Hukukun üstünlüğü ilkesinin ve insan haklarının güçlendirilmesi gerekiyor . AB açısından özellikle de İslam ile
12209	2	Plassnik , AB'nin , ülkenin güneydoğusundaki durumdan endişe duyduğunu ve insan hakları konusunu yakından takip edeceğini belirtti . Ülkede son olarak
12210	2	sorunlara gözlerini kapayarak erken girişi kolaylaştırmamakta haklı . Adalet , insan hakları ve hukukun üstünlüğü alanlarındaki düşük standartları , mevcut AB
12211	2	AB'de birliğin en büyük fenomeni olduğunu belirtiyor . Siyasi gücün insan hayatının manevi ve etik konularını nereye kadar düzenleyebileceği sorusunu ise
12212	2	yanı sıra Babacan da , Türkiye'nin hukuk devleti olma , insan hakları ve temel özgürlükler yönünde ilerleme kaydetmesi gerektiği görüşünü paylaşıyor
12213	2	yaşanan düş kırıklığının ülkede hakim durumda olduğu bir dönemde Türkiye'nin insan hakları ve demokrasi alanlarındaki reformlardan vazgeçtiğine dair Avrupa başkentlerinde ortak
12214	2	Hükümetinden gelecek ödünler karşılığında yapacağını söylüyor . Müzakereler , Fransa'nın insan hakları konusunun görüşmeler sonunda ayrı bir madde olarak değil ,
12215	2	yasalarından elde edilen kazanımların uyarlanmasının yanı sıra , azınlık ve insan hakları ile demokratik haklar konusundaki AB talepleri ve AB müktesebatının
12216	2	sorular değil bir barış , ekonomik refah , demokrasi ve insan hakları projesidir . Samuel Huntington'un uydurma ve kendine has medeniyetler
12217	2	. Ayrıca ; işgal askerlerini geri çekmek , Kıbrıs halkının insan haklarına ve temel özgürlüklerine saygı göstermek yönünde yükümlülükleri de vardır
12218	2	Yakovu şunları da söyledi : Türkiye ülkenin iç yönetimi , insan haklarının korunması , azınlıklar , yönetim ve mevzuatla ilgili yükümlülükler
12219	2	değinmesinde , Kıbrıs Cumhuriyeti'nin bir bölümünün Türk askerlerince işgal edilmesinin insan haklarının acımasızca ve apaçık ihlali anlamına geldiğini belirti ve Sadece
12220	2	, Türk ordusu tarafından Kıbrıs'ın bir bölümünün işgal altında tutulmasının insan haklarını açıkça ihlal ettiğini , bunun da , Kıbrıs sorununun
12221	2	durumda bırakıyor . Çünkü , AB üyesi olmak için , insan haklarına ve siyasi özgürlüklere ilişkin temiz bir siyaset benimsemek gerekir
12222	2	Avrupa Birliği'ne uyum için hangi reformları yapmayı göze alabileceği , insan haklarından , ordunun siyasetteki rolünün azaltılmasına ve Kürtçe eğitime kadar
12223	2	ile AB katılım müzakerelerinin başlatılması kararından sonra çözüme ulaşamamış ; insan hakları , Kıbrıs ihtilafı , yasalarda uyum vs. gibi problemler
12224	2	reddediyor . Türk Hükümetinin büyük reform çabalarına rağmen , birçok insan hakları örgütü Türk yargısını hala eleştiriyor . Gazeteciler siyasi baskıdan
12225	2	bunu 50 sene önce tecrübe etti . Bu yüzden milyonlarca insan öldürüldü . SORU : Bugün Avusturya'da benzeri düşmanca hisler mi
12226	2	hem de demokratiktir . Serbest piyasa ekonomisi , demokrasi , insan haklarına saygı gibi değerlerin bir İslam ülkesinde gelişmesi çok anlamlıdır
12227	2	zamanda da demokratik bir ülkedir . Başka İslam ülkelerinde birçok insan , Bu bizde neden sağlanmıyor diye sorar kendisine . -
12228	2	Birliği'ne katılımına ilişkin görüşmeler başladı . Ankara bu görüşmelerde örneğin insan haklarına saygı duyulması gibi konularda çaba göstereceğini vadetti . Ancak
12229	2	baskı yapması için girişimlerde bulunacaklarını belirtiyorlar . İstekleri arasında soruşturmanın insan hakları dernekleri tarafından izlenmesi de var . Nelly Maes ,
12230	2	göremeyen basit politika işi . Bu temel yaşama hakkı , insan hakları konusudur açıklamasını yaptı . LE SOIR : KÜRDİSTAN'DA İKİ
12231	2	cumaya bağlayan gece evlerinde bıçaklanarak öldürüldü . Herhangi iki yaşlı insan sözkonusu değil . Öldürülenler , her ikisi de Belçika vatandaşı
12232	2	AB'ye üye olma isteğine bağlıyordu : Bu kadar korkunç şekilde insan hakları ihlali varsa , bunun üyelik kararı konusunda büyük ağırlığı
12233	2	kalacağını iddia ediyor . N - VA ayrıca , Türkiye'nin insan haklarına saygısı konusunun hala çok karışık olduğunu düşünüyor . Dışişleri
12234	2	. Avrupa Birliği'nin genişlemeden sorumlu komiseri Olli Rehn ise , insan hakları ve ifade özgürlüğü gibi alanlardaki reformları yetersiz olarak niteledi
12235	2	Parlamento'nun Avrupa İşleri Komisyonu'nda yaptığı konuşmada , Türkiye'nin günlük yaşamda insan haklarının saygı duyulacağı bir hukuk devletine dönüşmesinin gerekliliğini vurguladı .
12236	2	ve yukarıdaki başlık altında yayımlanan yorumun çevirisi şöyledir : Türkiye'nin insan ve azınlık haklarını ihlal etmekten dolayı bir kez daha suçlandığı
12237	2	bütün AB üyesi ülkelere tam olarak uygulaması ve reformlar ile insan haklarına saygı göstermesi konularıyla ilgili yükümlülüklerini yerine getirmesi yönünde sert
12238	2	Türkiye'nin AB dinamiğinin zayıfladığını , Türk ordusunu çevreleyen tabulara ve insan haklarının sistematik olarak ihlaline karşı koyamadığını kanıtladı . - -
12239	2	bürokratların istekleri ve projeleri arasındaki bölünmenin arttığını söylüyorlar . Birçok insan için AB , üye ülkelere daha fazla harcama yaptırıp karşılığında
12240	2	Türkiye'yi AB'ye üye yapma çabalarındaki samimiyetsizliğini açığa vuruyor . Avrupa'nın insan hakları ve diğer alanlardaki standartlarına uygun davranma isteğinden çok uzakta
12241	2	reformlar konusunda hız kesmesinden dolayı Türkiye eleştiriliyor ve Komisyona ülkenin insan hakları ve temel hürriyetlere ilişkin durumunu yakından takip etmesi çağrısı
12242	2	ardından yapıldı . AB'nin genişlemeden sorumlu Komiseri Rehn ise Türkiye'de insan hakları ve ifade özgürlüğü alanında yapılan reformların yetersiz olduğunu ve
12243	2	. Bu arada AB'nin genişlemeden sorumlu Komiseri Olli Rehn , insan halkları ve ifade özgürlüğü alanındaki reformların yeterli olmadığını ve sürmesi
